id,pick_id,match_id,base_points,longshot_bonus,multiplier_applied,points_earned,match_result,created_at
840efcb8-c272-4da5-b089-582e5cae1da2,f6f0df20-282e-4682-afef-c7121ba2f68a,53d7793c-7e1b-4a8a-bd9e-8044f4ffc71b,3,0,3,3,win,2026-06-19 01:58:30.58785+00
861cc41c-7831-4367-9f0f-a89de9f6bdcf,ad51dc02-a456-4f27-b454-220cc70e09b6,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
8780ac9f-89fa-4432-85c0-19c1656b0afa,ab97cb8e-eb42-411c-b47d-e8feb2d1280d,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
87ae463d-e264-4a50-9e60-3941e98f7013,8e80e933-977c-422f-91c8-cbd168c89ec4,e71dd1df-caa8-4b10-8ffb-220c4e918698,1,0,3,1,draw,2026-06-21 21:01:41.129512+00
87c30b65-1d64-405b-989c-f7aab746fc4b,9e79d347-2922-496b-a213-870f9c0ee284,0bcfd687-dbd6-4369-bb0f-8fd682346491,2,0,2,2,win,2026-07-02 05:40:54.454317+00
87cf837c-90be-49b8-9c9f-212090b3f6dd,91101c0b-cb8c-4b59-a165-df7ece12b28e,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
88850e9d-2dc1-47c0-995c-831c4cf3503f,852a2a8d-6c94-4d90-a4c5-35a8b64348ff,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
8b8b163c-c25b-4de3-9722-b8f62af1a444,96c11b54-15c5-4174-9408-abf158176d7f,f1597d1c-d2cb-4027-86e1-0ba93a331041,2,1,2,2,win,2026-06-28 08:10:12.856203+00
8cc35767-6439-4d15-9dd1-5f2fb5f62b64,b963d149-7873-4a54-acb7-2efa34627c14,ff4b8afa-c644-4ef8-9a42-56784b08adcd,3,0,3,3,win,2026-06-21 06:25:04.634312+00
8d795ca9-5ce9-4f98-a189-41c37ffb3452,82b1fc2e-2e3c-4b3d-898d-da0f7d9f2e94,7a401e03-6574-47d7-b91c-a7de7c3ed1dd,2,0,2,2,win,2026-07-10 20:59:48.403655+00
8dbb43de-8606-4cff-87f2-2acd90f6e0eb,9ae2e036-3fa7-480a-9c05-53986536c206,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
90b510ee-d4e6-473f-a0cd-abf2d96c3bcf,0289ac63-698d-4a87-aac7-6b65311e9a02,0635f748-c59a-4104-b439-1c84c2e81460,2,0,2,2,win,2026-06-26 21:07:01.649577+00
90f06835-5063-4262-8352-53cf7d5dbc9b,c8d54e64-9033-485a-8870-093f3d736a4c,1fd593cc-3f89-4335-8c34-1d4183911037,1,0,2,1,loss,2026-06-30 05:43:05.935735+00
917fe940-e222-401b-8fdb-66cb7337f095,14efa54b-c629-4e54-96be-fe776a992502,5688eceb-e867-4cbb-a673-0677aacc75f2,1,0,3,1,draw,2026-06-22 03:40:02.230937+00
9211ad01-d7a2-4b86-8e8e-b307fabebae3,af11bed1-3ae5-4dca-9511-f4a02eaf98d6,f1597d1c-d2cb-4027-86e1-0ba93a331041,3,1,3,3,win,2026-06-28 08:10:12.856203+00
92a3b4ed-a81c-4bad-afe4-fba87de37a74,24d317f4-e7a3-40d9-8a2b-c8a9e6214959,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
9385c0fe-de19-4dfb-9160-5f4fde4afa6a,69e1e472-329b-4c0f-ac3d-70a86a6d0103,89faf49a-c4d3-43da-9c28-461f46e56075,1,0,2,1,draw,2026-06-26 05:44:05.175976+00
9428e65a-742f-4c30-bd0b-da6ed1d88185,7ba2e30f-3648-4036-a8c7-0a3f616525f2,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
949a6cc2-8e4d-4976-ba28-396b16a8bca3,cd44771a-f2eb-48bb-b4dc-34a7b9fe564f,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
9505bb23-76c0-412e-9e65-f358911ba87b,bde7ed21-f9ba-4044-8e0b-216e6f2df086,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
9532d308-856d-4907-9d40-7f540127fa24,1ee91f43-f35f-409e-8db8-7b5e6bdc67f8,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
95511008-2824-4b8d-85d9-6cda61a582b3,47ad14eb-a2a2-4011-b122-d5c4acfbf43f,97d24d3d-e7f7-4611-b7b3-0609fec069b3,3,1,3,3,win,2026-06-24 21:25:07.162105+00
9801269d-ac39-46bc-baa8-fa14fe82ce01,12571d8d-fa1a-4443-acef-40309f5cf735,4ec3afba-9a7c-4409-87d0-7d3f64316c22,0,0,2,0,loss,2026-07-14 21:00:04.198853+00
98360aa8-be4c-4d6a-9e52-f978c15c3b05,c72d79d4-8159-4b46-9ce7-aad8d1a863f7,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,2,1,2,2,win,2026-06-18 05:40:07.15981+00
983b6f38-a46e-4846-816c-4f1717f40d42,4f49ecfe-d72b-475a-9fa8-3a5cf0d87343,0bcfd687-dbd6-4369-bb0f-8fd682346491,2,0,2,2,win,2026-07-02 05:40:54.454317+00
9aa5fdd8-b989-44bb-82a6-7c3e8394f1da,46ab2698-2857-4049-b073-192fc46c7fb6,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,2,1,draw,2026-06-21 06:24:54.356673+00
9ae7bb10-0808-43ab-aa93-f69321572b02,5766336c-a0db-4a0f-ace2-35cb78378bd2,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
9ba07da0-bdcd-41b7-ac95-88f4f50a6370,3292dbeb-749f-49f7-9e6f-0b8cc376b059,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,3,0,loss,2026-06-25 05:51:02.252767+00
9c766014-e605-4aab-b189-d3dcfcc0e8b5,6cc62e54-8e76-41dd-b5fb-d23ce80aa10c,a0e08c51-817d-46fe-8016-5f5a0215b470,2,0,2,2,win,2026-07-07 18:06:49.153078+00
9d97b874-ff20-445a-a1ab-b2eecedd1e14,ee5d54c9-d97c-4fe0-aad5-bf13ccee80f7,e51ad0e0-f1b7-449e-ad47-4e4c2559ff76,2,0,2,2,win,2026-06-27 05:34:06.218286+00
9dab2998-f503-4da7-a3cf-6caad4dcfca0,e3aabe51-1561-4dfb-9466-bde9cee3a680,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
9f85cd95-426a-4334-8214-6cbba20a1d66,9e9a58f5-26cf-477a-beea-394516422d46,c168f9b4-b365-4b6c-9b68-3f20f8650bf5,2,0,2,2,win,2026-07-19 22:03:05.588808+00
a0437a06-01ed-44da-8af7-9e16bc568bdb,ba0fd4a0-98f9-48b6-bfaf-7194833efba0,7a401e03-6574-47d7-b91c-a7de7c3ed1dd,2,0,2,2,win,2026-07-10 20:59:48.403655+00
a140a146-95cd-4af9-8df7-7b321c4ad8d7,8843ff08-b9a5-4177-b926-7796316c54b1,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,3,0,3,3,win,2026-06-25 05:50:36.628916+00
a16f5ce8-497e-425d-8523-4115f3eb51ec,a205f308-2ff3-4f63-8d1a-a5ebe9c9fd71,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,2,0,loss,2026-06-25 05:51:02.252767+00
a2a10d4e-e756-4680-804c-a7a836d22869,d8b62402-0256-4d04-97b0-810a7aaa0915,0635f748-c59a-4104-b439-1c84c2e81460,2,0,2,2,win,2026-06-26 21:07:01.649577+00
a31315a1-22c6-4d7b-ac1c-089fa40794dd,8318e774-35dd-4b3f-9c55-292d76c749bb,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,3,0,3,3,win,2026-06-25 05:50:36.628916+00
a3bad606-f6b6-4d7f-b8a7-9791df66c78b,3e14fc9e-981c-44d2-af3d-6c86f847f7aa,f1597d1c-d2cb-4027-86e1-0ba93a331041,3,1,3,3,win,2026-06-28 08:10:12.856203+00
a58f285a-eb12-4000-b17f-57617520ea2e,8d904975-9ce6-4f31-aeff-f5f06e37e644,5a849898-4855-4db0-926b-08d9605fd81a,2,0,2,2,win,2026-07-15 21:05:06.3587+00
a62f55e0-e67b-4554-97be-ad279fdde2f2,73deb83f-1cbb-47e7-b43a-16397b5bff71,00b8176c-7982-4869-afe6-35e05e89d930,2,0,2,2,win,2026-07-12 08:29:28.083051+00
a940c762-0ab0-4841-a46d-5825f5965389,84be8d14-5150-47ec-a548-561a7e994c98,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
aa2d5999-7125-4901-8871-5f262cf42134,db23c536-0a75-4e98-9b91-3c5e2f6d1e0d,0bcfd687-dbd6-4369-bb0f-8fd682346491,2,0,2,2,win,2026-07-02 05:40:54.454317+00
ab15c6ce-5549-4621-99a5-2d8b06e72382,b9191401-84c2-42be-8394-ad3659bc6162,4645c3d2-2710-4c1f-a94b-f1a4b24de902,2,0,2,2,win,2026-06-20 06:37:37.977227+00
ac9414cf-524d-415c-a63e-15ab5189e4ca,48f52dd9-4b34-4b79-be20-1c14a736a4d9,5688eceb-e867-4cbb-a673-0677aacc75f2,1,0,2,1,draw,2026-06-22 03:40:02.230937+00
ae941c36-c2db-42a9-990d-541038258eaa,658f3772-af5d-4d3a-80a0-97ee9f0c2c9d,472a5e3d-5ce9-46a8-9abf-fa5593699943,3,0,3,3,win,2026-06-17 05:30:13.792149+00
aecba499-3c35-4257-9504-3bd0b07be152,96754c6f-3c8d-4a6c-b2ff-44ac79bd5f70,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
b0c419f4-b65b-4fbc-93b8-61e9aa551a45,d72412f2-814c-4b19-9a02-79781605232e,09779cac-8a10-4c3d-a107-9f9490f548f1,2,0,2,2,win,2026-06-18 21:42:45.107196+00
b1a002de-4aef-4c66-918e-bd01a6d4530a,f61c4b99-1253-4c47-9340-581814d14ae8,799ad195-8136-4549-b477-95fe02eaef8e,3,0,3,3,win,2026-06-18 05:40:17.949665+00
b2c518e0-844f-4dc3-ad34-b36efca43630,865161dc-dee5-4b62-9502-957bd743d9ea,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,2,1,2,2,win,2026-06-18 05:40:07.15981+00
b306863b-8fc5-40aa-8c50-03942b8d2c09,6c86d07e-636b-46ab-adb8-8db7eaaabb6b,8dc0c811-0f83-4784-95c6-94cd1691217e,0,0,2,0,loss,2026-07-06 00:01:20.442506+00
b323d4be-4952-4392-b215-3abf3d79ff9c,4caff54d-5f5a-4540-8520-6c9c98246a36,2e98ff8b-14f8-427d-bf77-320b06b02c7c,2,0,2,2,win,2026-07-03 06:52:38.697271+00
b41b5523-1c0f-485b-afad-6594cd65c186,dd036c38-6480-499b-9041-64cecc9a1276,2b8d5341-a73c-40fb-a9e4-975e879b65d3,1,0,2,1,draw,2026-06-12 21:05:22.303512+00
b78827a8-08af-4d8b-a0a2-a8380c1da82b,15e49401-a3b9-4021-b993-00a02c96b5ea,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
b95b5280-bbef-4e8b-a07d-70d7d06fdec9,846de7c9-58aa-41e8-b526-89f0bf72c1cd,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,3,0,3,3,win,2026-06-25 05:50:36.628916+00
bbc9375f-06cf-455a-8519-da21306214e6,07ff1fc0-bf34-4de5-a524-edcf21d41208,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
bc5eca07-4179-4ea7-9360-b318ed563787,29d0629f-44a9-49a8-a0b0-d9fee87355ae,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,2,1,draw,2026-06-21 06:24:54.356673+00
be453b23-649a-4813-868b-7b56938e00ad,f0228980-47f2-438a-b9af-599cfb8feff5,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,2,0,loss,2026-06-25 05:51:02.252767+00
bfe5de52-bc77-48e3-aaee-5fb7f1fee24d,b00b6ffa-1372-49a5-b00c-9d92210d9fa3,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
bfe9cfec-3675-459e-a3e6-c2c7b15a4f71,6b7dff11-5bc7-41cb-8bc6-ec54d68b0055,a3f494e7-f129-4d66-87f5-438a915a4bdb,3,0,3,3,win,2026-06-24 06:17:32.52683+00
c1227a3b-692c-4734-a40b-9f919d30493c,b4b4b2e2-0dee-4eea-9309-8190d689f978,5688eceb-e867-4cbb-a673-0677aacc75f2,1,0,3,1,draw,2026-06-22 03:40:02.230937+00
c394c4de-2bb7-4ca9-86ed-01aaa9cb86dc,8ceeb596-437c-4483-9564-1c63c4df8152,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
c3bdd3e0-a3e2-4224-8b4e-d7dfe1c8cb6e,e0041469-d0f2-4e6f-9aad-1d65c38a5271,95e9203a-5dfe-44fe-9946-8e2d0dc2e1a9,0,0,2,0,loss,2026-06-19 06:55:47.897524+00
c58e6530-3305-41bb-9d77-2b2f81ac8493,4897196b-e754-461b-a800-8b2bd39957b6,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,3,1,draw,2026-06-18 19:13:13.632799+00
c70f9983-9ece-458c-9980-ee6083c385ce,a64d4b3e-f5e1-41d6-a88e-4113d679e1a8,ff8ff08a-b110-4120-a1c9-8ffe191fc2ba,3,0,3,3,win,2026-06-20 06:37:46.581181+00
c87f8ce5-a0b0-4fd6-bb91-6220d3330de8,1bfbf1a9-2362-4d03-8813-34c9984a7fc0,4ec3afba-9a7c-4409-87d0-7d3f64316c22,0,0,2,0,loss,2026-07-14 21:00:04.198853+00
c8a5a47c-61a6-449a-a961-9f698257f693,5087e3b8-b5da-4f16-a216-4f42c467746e,4a1a38c4-fe97-4d42-a2ff-8a0caa18ff17,2,0,2,2,win,2026-06-25 05:50:44.23606+00
c8c10dd1-91aa-430d-bd9e-e2279a31d453,17dbaad8-1db1-4052-bf0e-3498c395b2d2,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
c8f74486-78e0-4319-bf0e-92b1c267d68e,05a7d3db-280c-4405-b1c3-d3d828835941,8dc0c811-0f83-4784-95c6-94cd1691217e,0,0,2,0,loss,2026-07-06 00:01:20.442506+00
cb5a6d39-2662-4dd3-a893-eb6b562c53fe,5bcfbff8-9dcf-4eea-8b30-1fcfe3d72bfb,2737b00b-6825-43fa-900a-0a522772306f,2,0,2,2,win,2026-06-14 06:10:59.746555+00
ccf5a191-26e5-4a72-82c8-c0b15e5be979,04e85684-03aa-4533-a880-d2180376a275,5a849898-4855-4db0-926b-08d9605fd81a,0,0,2,0,loss,2026-07-15 21:05:06.3587+00
cf9849c2-4a0e-4c30-be9b-05708e14ff22,deddd4c3-a62b-4503-ad65-d6245b1462ac,5688eceb-e867-4cbb-a673-0677aacc75f2,1,0,2,1,draw,2026-06-22 03:40:02.230937+00
d120d38b-6bde-40f8-9648-6ca7bef85349,c434bd29-7723-4b7f-9be0-4c26d43e3ce8,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
d3ce2fe1-0525-43aa-816a-37b2c210573d,903438d3-94cd-4837-a393-10db197e9528,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
d8b83c0f-4158-43ab-81d3-2d8e4f765809,d66cb19c-1ed7-44af-a05d-128e639fd263,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
d8f982e7-0f46-40c7-aa4b-ffd9e78fe9f3,1200e2a8-75c8-4e91-9ef7-159baf293be5,97d24d3d-e7f7-4611-b7b3-0609fec069b3,3,1,3,3,win,2026-06-24 21:25:07.162105+00
db56b39b-dcad-4d9f-9016-9f5e1d3d3379,98c7a20b-ba36-4d7f-a4ba-c596a2c127be,5f2999a7-5535-4fe4-b0ba-a058b61fd138,3,0,3,3,win,2026-06-25 21:58:11.451425+00
db79988f-0fdd-4b35-9654-ba4e261fe108,a288a34d-25e3-4dca-b80c-33c7f45af302,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,2,0,loss,2026-06-25 05:51:02.252767+00
de6ab86e-3057-4ce3-b4bd-fc7570834324,3844c305-627a-4e78-86d1-8a80243701c4,8b43c919-110a-4ae6-9fc8-81acfa9ba2c4,3,0,3,3,win,2026-06-11 21:10:48.449311+00
df4b4ab4-e1ef-4a01-9bcb-d90a709a4323,b522652a-b1e5-4b57-afe0-b36a4705dbe1,64167916-7a8e-4126-bdc2-445e6dfd9cd8,2,0,2,2,win,2026-06-17 06:14:22.426639+00
df5d633a-22e0-431d-8985-c9ee8b55fff2,648f4240-cc78-49c2-a7ed-91dd751b05e7,7ea5f707-1221-4f5e-afd4-b87a6704c790,2,0,2,2,win,2026-06-28 20:57:27.993667+00
e076588d-e659-4434-9237-b425b5bc1030,cc48d101-64a9-4da3-8b4b-ae2ae55572ea,53d7793c-7e1b-4a8a-bd9e-8044f4ffc71b,2,0,2,2,win,2026-06-19 01:58:30.58785+00
e456cd33-233e-426d-8bf1-bf5798ee66af,352dc734-6f9a-4cf0-bf2f-5f61015ede1c,0bcfd687-dbd6-4369-bb0f-8fd682346491,2,0,2,2,win,2026-07-02 05:40:54.454317+00
e48a2460-92f5-42fb-aef7-b7f475197d6d,684357ca-b1be-4b8c-b03b-c3a74ab47476,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,2,1,draw,2026-06-21 06:24:54.356673+00
e4ba8355-07ea-4f65-8fcb-738a86354e54,bc075904-041a-441c-a462-7c5271d9fa89,0abac47a-3e0a-4c4d-a733-fd3c5e94beed,2,0,2,2,win,2026-07-12 00:11:02.851975+00
e50123a2-81bb-47de-b20c-e572e50e4c2c,725879ce-81f7-4efe-bf1f-f8c8f17afbd9,7ea5f707-1221-4f5e-afd4-b87a6704c790,2,0,2,2,win,2026-06-28 20:57:27.993667+00
e7e0e7d2-6d86-44dc-95d8-917436afd711,2ccab4b4-3b72-4d40-9088-da8567b3c8da,371dfc3a-483b-4b55-9462-6a8b23f9cb6e,3,0,3,3,win,2026-06-22 03:40:13.446856+00
e905a637-02f1-4708-bda5-57606758ab52,f99eba48-a829-46ee-bb62-5452046e1078,5f2999a7-5535-4fe4-b0ba-a058b61fd138,3,0,3,3,win,2026-06-25 21:58:11.451425+00
eab58ed4-43b1-49ae-bb8a-b77170b16348,45afc289-0d3b-4c7a-a1d3-f77a1bcf4213,64167916-7a8e-4126-bdc2-445e6dfd9cd8,3,0,3,3,win,2026-06-17 06:14:22.426639+00
eb3cf5f3-aedb-42ed-988c-8ee5b17e27b3,abbed847-5440-421c-922b-cdb3bf0dd381,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,2,1,2,2,win,2026-06-18 05:40:07.15981+00
ec5f0dea-ec40-4326-a9fb-49cbc558af54,33abd365-0f43-4c90-a357-163607e75f94,7a401e03-6574-47d7-b91c-a7de7c3ed1dd,2,0,2,2,win,2026-07-10 20:59:48.403655+00
edff3a18-d751-41bd-bf7c-e734e1a2ce47,e211558f-13c7-4920-9a2e-9148e53fa674,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
ee14883c-b7f1-4a8f-9238-583c5bb8b7fb,d1e67e69-8b29-4011-8094-5ec328d8d7b4,97d24d3d-e7f7-4611-b7b3-0609fec069b3,3,1,3,3,win,2026-06-24 21:25:07.162105+00
eeffbeac-8dc6-426d-869a-69c0b1e9403f,1668026a-ecbf-4789-8a20-b3ae5bcc7519,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,3,1,draw,2026-06-18 19:13:13.632799+00
ef8042f9-ca2b-4303-bd92-3117323f5340,d3c89295-cc79-458c-9d18-57a37c901b1c,96886524-a0dc-4126-9d42-ff0050f7fefc,1,0,3,1,draw,2026-06-15 20:58:17.142573+00
efde822d-be1f-4e93-b5da-6bcd1b0a9806,b1b492c4-59ea-400f-a23c-f04e19024314,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
f095aa7e-b6f2-442d-810c-7d5d901eea48,41d9df49-0ff7-48de-beb8-a78d75cb3bb4,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
f10d5ffd-fade-4fd2-8633-d7b021247a1b,5fca833f-1b18-43f1-800b-33ad3965c56c,2e98ff8b-14f8-427d-bf77-320b06b02c7c,2,0,2,2,win,2026-07-03 06:52:38.697271+00
f1629f9a-c570-4711-b12f-1f235ec94499,011679a8-9c2a-465d-ab45-d84d5587e841,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,2,0,2,2,win,2026-06-25 05:50:36.628916+00
f360bf59-60b8-4c5f-9aa3-c2e23311654d,f3d82b86-fe6b-45be-82e1-361c74c797cb,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
f471ccd9-013e-4dd8-9200-00b8485aca5d,7e0802f3-072b-4f99-b13f-449f495bcfa0,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
f78e3b96-3eda-4812-bf98-c9f5ffd27124,ef757b5c-a4df-4f93-a771-51d2bcf3b320,7a401e03-6574-47d7-b91c-a7de7c3ed1dd,2,0,2,2,win,2026-07-10 20:59:48.403655+00
fafa4584-e245-4b3f-803c-b130fda4b04e,3688f461-dc4d-41b0-9a1d-1a0faa46bcd7,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
fbd11cba-ac95-4f6d-9315-4d3610acfbdf,f93e73c2-48aa-48b5-bcba-8eeb44e097ea,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
fcfee208-24e4-4815-b672-7cd2f56337e2,a15291f0-055c-4710-bedc-d46ba0ce3ade,5f2999a7-5535-4fe4-b0ba-a058b61fd138,3,0,3,3,win,2026-06-25 21:58:11.451425+00
ff6f98dd-c621-4ed8-a06b-973c7bb5b8a8,5a8b5ada-1e89-4aa5-9c1d-155376187162,2737b00b-6825-43fa-900a-0a522772306f,2,0,2,2,win,2026-06-14 06:10:59.746555+00
