id,team_id,odds_decimal,odds_fractional,fetched_at
71e8b3c4-6e33-40c6-9515-cbf91beedca0,8682004e-e186-4705-aa29-9704b2815dc4,34,33/1,2026-07-02 20:58:38.911+00
7268c5a4-1746-4a93-8f1e-f77a99c902c1,622bb3ef-bc6e-4c9a-9efe-aae4d0f95822,501,500/1,2026-06-16 08:30:52.372+00
73342b36-a54b-4a38-a74d-a7730b6c9899,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,6,5/1,2026-07-07 18:08:32.103+00
7352ad62-e0b6-4312-9ff6-743b8dcda6e3,b6afbe52-5067-4263-a750-6101f6efedc0,650,649/1,2026-04-24 21:33:21.013+00
73e1f1ef-faff-4358-842a-743ad7d75fef,a1cbc3f2-826a-4c04-803b-b5c2930d3c42,770,769/1,2026-04-10 09:36:20.58+00
741836eb-b2db-4e3c-9837-51dc1130223b,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,151,150/1,2026-06-15 20:39:34.157+00
7462930f-adc1-407c-b2ed-b6c0a542e20d,f99d6725-238c-4d95-8502-9d25b4a6e89e,560,559/1,2026-04-14 03:43:23.059+00
7487dc1b-52e0-418c-bf59-eb236cea1d88,8682004e-e186-4705-aa29-9704b2815dc4,51,50/1,2026-06-29 23:44:55.782+00
7490c4b7-1aa0-40a0-be07-dc24ee5abbc8,8682004e-e186-4705-aa29-9704b2815dc4,51,50/1,2026-06-22 13:54:32.611+00
749d8488-445f-42cc-87bb-fde0bc1aa505,20e98c7a-4548-44f8-964d-7aba42ae7624,29,28/1,2026-06-23 11:50:21.932+00
7545a9b9-a937-460a-9de3-5c3e14871ec5,6ea9375b-d599-463f-96e6-c87d9209e9b2,7,6/1,2026-07-02 20:58:38.911+00
75625b07-96e4-4046-8335-e24803f16190,1270b02b-ff92-4068-a52e-ae90bcae805b,1001,1000/1,2026-05-22 13:11:30.343+00
75c2cf7b-f623-4f66-a41a-7c9ed13e2728,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,4.5,7/2,2026-06-27 05:44:45.991+00
762a1a26-2c92-4e29-a44c-0c1b729ae07d,8d109cbf-133f-496a-b5b7-3f75a0ec1dcd,1000,999/1,2026-04-10 09:36:20.58+00
77ce5b68-0bca-429e-a467-28666c62f76c,cba2c884-3603-4b90-976e-49389b04f562,12,11/1,2026-07-01 18:21:56.547+00
78231dad-e533-473b-ae15-7ac3711ff185,e171e736-56f2-44fa-92b5-b0653ea2ce2a,51,50/1,2026-06-24 16:55:52.433+00
78b6f07e-f7cd-4179-ae82-6a1accf8eab4,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,3.75,11/4,2026-07-14 20:25:42.493+00
78eb725c-6b73-41d8-bcbb-f12124aa35f9,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,201,200/1,2026-06-23 11:50:21.932+00
79542e26-eec2-4ace-b689-9f403b00cf9d,52eaa3b4-081b-4393-b291-d69c644c612e,126,125/1,2026-06-22 13:54:32.611+00
7ab00933-9d53-4e13-8fab-085696ac248b,9507020f-6157-4043-ae5b-72ca12dea41e,1001,1000/1,2026-06-19 10:53:20.378+00
7b1fd7b0-6136-45b5-bf73-daf49a5714c8,20160ec3-c507-4fb3-b19d-89cb66c59a98,401,400/1,2026-06-26 10:34:54.912+00
7c42aed3-0c31-42e9-9f94-acb38e65806d,20160ec3-c507-4fb3-b19d-89cb66c59a98,430,429/1,2026-04-24 21:33:21.013+00
7d2781e1-3a5c-4c79-9f8e-316b79edd71c,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,250,249/1,2026-04-21 12:08:49.475+00
7d64e333-1c12-4f6f-963d-bb642365872b,6ea9375b-d599-463f-96e6-c87d9209e9b2,4.5,7/2,2026-07-07 18:08:32.103+00
7dad6a6e-73bb-42f4-83a7-48b7fb41dfe4,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,360,359/1,2026-04-10 09:36:20.58+00
7ebee295-1d5a-4dcf-ac24-c7aad0e947c4,8d109cbf-133f-496a-b5b7-3f75a0ec1dcd,1001,1000/1,2026-05-22 13:11:30.343+00
7eebce43-1e92-4fd0-b0ec-271597db46a1,95b1e39e-97c3-4d45-9714-3f507d7c52f1,7,6/1,2026-06-26 10:34:54.912+00
7f69c4d1-29f8-4cec-b37d-dd17aa43ecd2,9507020f-6157-4043-ae5b-72ca12dea41e,1501,1500/1,2026-06-14 18:43:53.623+00
7fb850ab-2a0a-4738-9965-1c26c07bc54c,66a8014f-0009-400e-928c-6b28cb8dab1f,41,40/1,2026-06-15 20:39:34.157+00
7fc7bd05-1ab6-4e46-ac31-26ed3b2f851e,f959649f-d7be-48e3-9129-58e7fc519606,920,919/1,2026-04-24 21:33:21.013+00
800a04a4-7aee-4a92-b9ed-23253a55448d,7f560d60-00fc-46e1-b81b-4e7234b7cb04,2001,2000/1,2026-05-22 13:11:30.343+00
8029b132-1c29-4749-9c91-ff25439ba77a,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,240,239/1,2026-04-21 12:08:49.475+00
81e3c6fb-fbfc-47c5-9f82-da14f9fa4eb0,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,7,6/1,2026-05-22 13:11:30.343+00
82071fad-2c96-4f33-a29d-102cc24e5b12,fcc03c57-8857-4986-98b0-0e30fb42ab2a,34,33/1,2026-07-07 18:08:32.103+00
82216cab-755c-4d3d-8a66-e70ee31818e1,95b1e39e-97c3-4d45-9714-3f507d7c52f1,7.5,13/2,2026-06-23 11:50:21.932+00
83cc9e2e-e25e-4e10-b4c3-300b3e76523f,cba2c884-3603-4b90-976e-49389b04f562,11,10/1,2026-06-14 18:43:53.623+00
8405077d-0fea-4ea6-a4c1-e9a42740103b,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,251,250/1,2026-06-22 13:54:32.611+00
8427faa6-3640-4656-b8da-d1eb24fbcbad,8cccecd8-b1ab-4159-bf35-29ef0db369c4,67,66/1,2026-07-03 00:29:22.121+00
84f56371-248c-4229-a5a0-8df34752488c,95b1e39e-97c3-4d45-9714-3f507d7c52f1,5,4/1,2026-07-08 21:00:16.181+00
86130eee-5d43-48ec-b51c-31f62a978826,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,51,50/1,2026-06-11 12:52:58.271+00
862e543c-5dda-4b07-820e-a5bb71f7ed32,95b1e39e-97c3-4d45-9714-3f507d7c52f1,5.5,9/2,2026-07-05 12:22:50.646+00
883b0ec2-378d-4b15-acec-b0820e1df411,cffa413c-8c76-45a6-843e-87c34e78e45a,15,14/1,2026-05-22 13:11:30.343+00
88409804-536c-461f-8716-f68e4e4dfc9c,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,126,125/1,2026-06-29 23:44:55.782+00
88658126-174a-4ce1-9d13-be6c02a2754c,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,151,150/1,2026-05-22 13:11:30.343+00
88ca2aec-3d16-4859-b3f9-2e33d802947c,c8e5c035-af92-4497-b96c-82f2c0a15214,300,299/1,2026-04-24 21:33:21.013+00
891caabf-9918-4cbe-b109-239b4268b65a,f959649f-d7be-48e3-9129-58e7fc519606,501,500/1,2026-06-27 05:44:45.991+00
893f395b-76bf-4661-9f11-ab2db05e6bce,6527ec07-bc6b-4b53-8bff-90b6f622aece,75,74/1,2026-04-24 21:33:21.013+00
89b5b4e0-b065-4d96-a20a-b44d7bf57188,fcc03c57-8857-4986-98b0-0e30fb42ab2a,34,33/1,2026-06-14 18:43:53.623+00
8a26f88f-5aa2-44f8-b0e7-d466f455d537,f959649f-d7be-48e3-9129-58e7fc519606,751,750/1,2026-06-23 11:50:21.932+00
8a4d76e8-a495-4671-9565-e328c4043fc7,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2.88,15/8,2026-07-07 18:08:32.103+00
8ab5e93d-ccf0-457b-9f7e-a9067ca89c42,20160ec3-c507-4fb3-b19d-89cb66c59a98,351,350/1,2026-06-22 13:54:32.611+00
8ad97abb-219b-4863-8ea5-19560f62e0a7,52eaa3b4-081b-4393-b291-d69c644c612e,251,250/1,2026-06-29 23:44:55.782+00
8b34a4ca-9616-4471-bfbb-f7b7cef564b8,acfbd82a-7005-41b9-9613-606ceefc857e,51,50/1,2026-05-22 13:11:30.343+00
8bb87a32-5546-450a-b29e-5f10c49b7035,fcc03c57-8857-4986-98b0-0e30fb42ab2a,41,40/1,2026-06-26 10:34:54.912+00
8c38144a-962f-456d-92eb-a2cd849d55c3,600575e1-d737-452a-abec-c6e22da92787,3501,3500/1,2026-06-22 13:54:32.611+00
8c3b3637-2b87-4d39-bb7b-753b0399cde0,acfbd82a-7005-41b9-9613-606ceefc857e,41,40/1,2026-07-03 07:33:33.777+00
8c476873-ca91-4a37-98df-8e7b8115c989,cba2c884-3603-4b90-976e-49389b04f562,10.5,19/2,2026-04-21 12:08:49.475+00
8d52c815-d138-47b0-ae9d-f652d62cb9af,f99d6725-238c-4d95-8502-9d25b4a6e89e,201,200/1,2026-06-26 10:34:54.912+00
8e863289-2b15-4263-b19e-24eea2cc6a31,6ea9375b-d599-463f-96e6-c87d9209e9b2,7,6/1,2026-07-06 08:08:35.776+00
8f2daecc-37f9-4993-8290-cf39781c9c43,61d8b501-96d1-4043-a2b7-de27e9b137d7,510,509/1,2026-04-10 09:36:20.58+00
8fa5970f-bbef-424e-90c4-6bf4a8f271c4,666ba168-4d8b-4060-8e4b-e1dd7b2a7503,2001,2000/1,2026-05-22 13:11:30.343+00
901ecaa4-e208-44b4-8329-9192d6331ab5,6ea9375b-d599-463f-96e6-c87d9209e9b2,6,5/1,2026-04-10 09:36:20.58+00
90bdebfc-3851-4422-a60d-89555a9e45a2,6527ec07-bc6b-4b53-8bff-90b6f622aece,29,28/1,2026-06-26 10:34:54.912+00
9125c016-a4eb-447d-a7d1-49681b0c8444,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,10,9/1,2026-07-03 21:35:10.023+00
91b55a24-7f5f-4317-b334-959bab656553,2044181c-c7e7-4759-8101-4779166812e3,29,28/1,2026-04-21 12:08:49.475+00
9243f1ce-b769-4f61-b6ab-a00aa51a468f,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,41,40/1,2026-06-19 10:53:20.378+00
9397ad97-f629-4ccd-842b-f910907fb751,2044181c-c7e7-4759-8101-4779166812e3,21,20/1,2026-06-18 12:42:27.657+00
93ac6896-8b88-4de5-9ed0-b9469d00b358,cba2c884-3603-4b90-976e-49389b04f562,13,12/1,2026-06-26 10:34:54.912+00
9466ec4d-e74d-4b02-91dc-2065755fa836,52eaa3b4-081b-4393-b291-d69c644c612e,180,179/1,2026-04-10 09:36:20.58+00
94799a22-799d-4566-8e00-f1d52797820c,8cccecd8-b1ab-4159-bf35-29ef0db369c4,201,200/1,2026-07-01 18:21:56.547+00
94c3ff85-3f2a-46e4-a7d7-65a3b3863ad3,f99d6725-238c-4d95-8502-9d25b4a6e89e,401,400/1,2026-06-11 12:52:58.271+00
9588d24a-f5c7-473b-9fe8-fb31e595a2f4,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,751,750/1,2026-06-26 10:34:54.912+00
96040f4c-ac7c-4e05-af2b-28d1b0b72960,fcc03c57-8857-4986-98b0-0e30fb42ab2a,34,33/1,2026-06-18 12:42:27.657+00
96840f15-b2db-4d6f-bc54-1aa7b8bef459,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,8.6,38/5,2026-04-14 03:43:23.059+00
97147321-8e04-4ca8-bdbb-bdee36f75778,9507020f-6157-4043-ae5b-72ca12dea41e,1000,999/1,2026-04-10 09:36:20.58+00
97aaa01e-fc1f-495d-a296-bfe09b4d4bd7,cffa413c-8c76-45a6-843e-87c34e78e45a,18.5,35/2,2026-04-24 21:33:21.013+00
98634755-8a52-4d16-b35c-54dc3ed37d2f,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,151,150/1,2026-06-26 10:34:54.912+00
9a0d95ba-fe28-413e-9506-5346936e63af,8d109cbf-133f-496a-b5b7-3f75a0ec1dcd,1501,1500/1,2026-06-18 12:42:27.657+00
9ae0b4d4-10ac-406b-9098-7ae49bb9b25c,8682004e-e186-4705-aa29-9704b2815dc4,34,33/1,2026-05-22 13:11:30.343+00
9ae3df71-63a2-4e05-bf25-df74304e217c,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,6.5,11/2,2026-07-06 08:08:35.776+00
9b46ff14-bb39-4337-921c-12755ecf357c,c8e5c035-af92-4497-b96c-82f2c0a15214,151,150/1,2026-05-22 13:11:30.343+00
9bf6e5fe-6a86-48cd-90ed-3d68b68f14a7,eaca3063-d90c-4007-b3d8-ba829b3ee14e,9,8/1,2026-06-07 15:15:06.38+00
9cc2592a-6af2-4945-be86-ff1c49dc1f73,2044181c-c7e7-4759-8101-4779166812e3,19,18/1,2026-06-11 12:52:58.271+00
9d66a053-e830-4db7-b8a1-399b1f9bbdfb,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,3.75,11/4,2026-06-29 23:44:55.782+00
9e2f84a6-79bd-4fb4-9062-5696511adc32,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,410,409/1,2026-04-14 03:43:23.059+00
9e497ac8-3d4d-4f99-87b4-395d5ea2f513,9507020f-6157-4043-ae5b-72ca12dea41e,501,500/1,2026-05-22 13:11:30.343+00
9e4c36a5-6ba1-4651-bfca-edde9592d1aa,e171e736-56f2-44fa-92b5-b0653ea2ce2a,41,40/1,2026-06-11 12:52:58.271+00
9e7032aa-3929-4fa8-9aaf-e468c84adbcd,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,7.5,13/2,2026-06-17 06:15:57.424+00
9f28c47f-0cae-47b5-8508-3a075200a1bc,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,151,150/1,2026-06-22 13:54:32.611+00
a04ca9bb-5cd6-45a8-b23b-1aedfcbf7162,acfbd82a-7005-41b9-9613-606ceefc857e,67,66/1,2026-06-26 10:34:54.912+00
a102a00c-715b-4b94-8937-1ba2a5670917,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,6.2,26/5,2026-04-24 21:33:21.013+00
a14f3756-7a3c-4cee-a665-db4260b151af,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,8.6,38/5,2026-04-10 09:36:20.58+00
a1a55e32-bcfa-40c7-b48e-3b0c6493e45d,20e98c7a-4548-44f8-964d-7aba42ae7624,26,25/1,2026-06-17 22:37:07.909+00
a40dd1a2-b67b-43af-9496-d258b2d54930,9507020f-6157-4043-ae5b-72ca12dea41e,1501,1500/1,2026-06-22 13:54:32.611+00
a459624e-7940-4934-b8e6-1f30f30dc6dc,f99d6725-238c-4d95-8502-9d25b4a6e89e,351,350/1,2026-06-30 17:41:19.132+00
a4b9e889-9cdf-416a-b0d2-2f2d95ef66b3,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,51,50/1,2026-06-29 23:44:55.782+00
a62b0ea2-9d7e-483e-aa40-f04ee0de9df1,f99d6725-238c-4d95-8502-9d25b4a6e89e,590,589/1,2026-04-10 09:36:20.58+00
a64447fb-ed3c-4fc6-ac90-4fb01eb1cdde,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,480,479/1,2026-04-21 12:08:49.475+00
a65a1408-7e9d-40c2-98ce-f2be8c12a7cc,eaca3063-d90c-4007-b3d8-ba829b3ee14e,15,14/1,2026-07-01 18:21:56.547+00
a8134231-ed08-415f-a547-0790884d604e,f99d6725-238c-4d95-8502-9d25b4a6e89e,101,100/1,2026-06-14 18:43:53.623+00
a82f13b3-9ed6-4ad3-a8ba-81e699af61c1,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,5,4/1,2026-06-23 11:50:21.932+00
a90862f8-b344-46b8-8d73-a0cb5eec58ed,6527ec07-bc6b-4b53-8bff-90b6f622aece,41,40/1,2026-06-14 18:43:53.623+00
a9c03abb-391c-4501-a208-262efd0922c1,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,501,500/1,2026-06-22 13:54:32.611+00
a9e61eb0-9aff-42bf-8b62-a6ce7ed00218,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,351,350/1,2026-06-24 16:55:52.433+00
aadc81a9-9efd-46a4-905e-3c6a98733015,eaca3063-d90c-4007-b3d8-ba829b3ee14e,13.5,25/2,2026-04-10 09:36:20.58+00
aaf9393d-a468-4c6a-ac98-f802b320acf6,fcc03c57-8857-4986-98b0-0e30fb42ab2a,29,28/1,2026-07-06 08:08:35.776+00
abc1b39b-22da-45e7-8c41-853ab32f75f3,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,8.8,39/5,2026-04-21 12:08:49.475+00
abc4d30e-91f3-4bd1-8822-0ff4b4806722,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2.38,11/8,2026-07-14 18:13:49.969+00
ac539c95-8566-49fe-bb6f-5a26608d4615,acfbd82a-7005-41b9-9613-606ceefc857e,81,80/1,2026-06-29 23:44:55.782+00
ac64c5f4-8351-4257-b6d2-2690c8fc7f71,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,8,7/1,2026-07-01 18:21:56.547+00
ad5b01ce-ad91-4fa8-9f6c-2298e8b32314,6ea9375b-d599-463f-96e6-c87d9209e9b2,1.62,8/13,2026-07-15 21:09:13.201+00
ae0f2bcc-adcc-4c4a-8153-4b32a5e059f5,20e98c7a-4548-44f8-964d-7aba42ae7624,13,12/1,2026-07-06 03:33:33.871+00
b07d9f10-2fef-4e5f-83c4-5ec550774513,acfbd82a-7005-41b9-9613-606ceefc857e,67,66/1,2026-07-04 17:05:34.989+00
b0a022f2-94d4-4db8-946e-d5a88f7e2f78,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,5.5,9/2,2026-07-08 21:00:16.181+00
b0c039c8-3ade-46ee-a6b8-d09ea394402d,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,6.4,27/5,2026-04-21 12:08:49.475+00
b0c4ad8e-69b3-4b89-ba2b-fa09adacf7fb,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,251,250/1,2026-06-14 18:43:53.623+00
b18daade-2bb0-4734-b6ac-4c6cba721a71,e171e736-56f2-44fa-92b5-b0653ea2ce2a,26,25/1,2026-07-04 04:01:02.526+00
b504e430-ab87-4837-a383-7f442e638415,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,80,79/1,2026-04-14 03:43:23.059+00
b5a1ecd0-7272-4e67-940f-8d18d174b56e,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,390,389/1,2026-04-10 10:24:05.118+00
b5e61b00-eea3-46e9-b714-d7cc7c09cc9b,95b1e39e-97c3-4d45-9714-3f507d7c52f1,5.5,9/2,2026-07-10 06:46:45.711+00
b6532689-741d-4e84-97c2-90d0201acd26,66a8014f-0009-400e-928c-6b28cb8dab1f,55,54/1,2026-04-14 03:43:23.059+00
b6e3169a-0948-48f4-a4ae-be4f518249e3,2044181c-c7e7-4759-8101-4779166812e3,17,16/1,2026-06-07 15:15:06.38+00
b716b359-3f4f-437e-84b2-0ccc022d5028,52eaa3b4-081b-4393-b291-d69c644c612e,200,199/1,2026-04-24 21:33:21.013+00
b7ecd4df-4033-48e8-87ad-0e699ffa45ba,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,41,40/1,2026-06-26 10:34:54.912+00
b7eff444-d571-4084-beac-2771fc9d1ad5,7f560d60-00fc-46e1-b81b-4e7234b7cb04,2501,2500/1,2026-06-18 12:42:27.657+00
b8755376-7b96-4d26-b818-0b747e2fa782,f99d6725-238c-4d95-8502-9d25b4a6e89e,610,609/1,2026-04-24 21:33:21.013+00
b8e42276-c8f8-45bd-b966-e93f8b24271e,acfbd82a-7005-41b9-9613-606ceefc857e,51,50/1,2026-07-03 21:35:10.023+00
b962a935-da0b-4129-bdcc-10a02f60db65,8cccecd8-b1ab-4159-bf35-29ef0db369c4,126,125/1,2026-06-23 11:50:21.932+00
b98cb3b5-bcc0-4bcb-96c1-1200dd295916,20160ec3-c507-4fb3-b19d-89cb66c59a98,251,250/1,2026-06-12 16:38:05.893+00
ba7aa1d5-02de-4263-8cd7-c81fdc048290,6527ec07-bc6b-4b53-8bff-90b6f622aece,80,79/1,2026-04-10 10:37:04.196+00
bb50f5b3-86dd-4876-ac31-5f2a450178ce,6ea9375b-d599-463f-96e6-c87d9209e9b2,1.7,4/6,2026-07-15 06:28:38.911+00
bb56cbb1-8c3a-42df-a0da-afb2ed67ab15,6ea9375b-d599-463f-96e6-c87d9209e9b2,6.5,11/2,2026-07-05 12:22:50.646+00
bb803c8b-aebb-4487-9995-8bf9b52ce47d,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,7,6/1,2026-04-14 03:43:23.059+00
bc2e1aa7-10c9-4cc0-bfe1-e32c466b04d2,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,260,259/1,2026-04-24 21:33:21.013+00
bce50378-b538-4b82-a94e-53a094ff142a,6ea9375b-d599-463f-96e6-c87d9209e9b2,7,6/1,2026-06-28 08:32:12.813+00
bd9846a3-bfcc-461b-9660-7bcbc32fb20f,acfbd82a-7005-41b9-9613-606ceefc857e,81,80/1,2026-06-18 12:42:27.657+00
bdb007cb-a94b-4cd3-8916-976ace99f704,2044181c-c7e7-4759-8101-4779166812e3,17,16/1,2026-06-29 23:44:55.782+00
be228867-4eca-41df-8327-d291c33bc47c,cffa413c-8c76-45a6-843e-87c34e78e45a,18,17/1,2026-04-10 09:36:20.58+00
be948acc-037b-45ea-b8a7-d959299071ab,e171e736-56f2-44fa-92b5-b0653ea2ce2a,34,33/1,2026-07-01 18:21:56.547+00
bf3b7bda-90e5-4d1f-92a1-21efb1e22773,d6209663-7a5c-4736-b346-cde299b554b2,501,500/1,2026-06-19 10:53:20.378+00
bf75310e-36a9-47ff-98fe-8967ff2f3c9b,95b1e39e-97c3-4d45-9714-3f507d7c52f1,10.5,19/2,2026-04-10 09:36:20.58+00
bf7d551c-1cee-46ba-b7c4-24d0f4000cd7,95b1e39e-97c3-4d45-9714-3f507d7c52f1,5.5,9/2,2026-07-04 04:01:02.526+00
bfd148d2-ba51-4fc6-a6a2-af30a7e00b5c,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,101,100/1,2026-06-19 10:53:20.378+00
c0e8fc49-ee16-4d15-866b-4b3bd47fe9e1,9507020f-6157-4043-ae5b-72ca12dea41e,501,500/1,2026-06-26 10:34:54.912+00
c15085ed-72b4-4ac5-b6e9-286c0a066e5f,acfbd82a-7005-41b9-9613-606ceefc857e,100,99/1,2026-04-21 12:08:49.475+00
c1912818-4730-4253-905a-e3f12864a906,eaca3063-d90c-4007-b3d8-ba829b3ee14e,11,10/1,2026-06-28 08:32:12.813+00
c1bf8244-60f6-4fad-9f0e-a4448cb3dadc,d6209663-7a5c-4736-b346-cde299b554b2,201,200/1,2026-05-22 13:11:30.343+00
c21a78d6-4d39-46ab-bb9d-4aaa16991c93,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,380,379/1,2026-04-14 03:43:23.059+00
c3bf652e-2519-4051-ab96-9914c7816fee,cffa413c-8c76-45a6-843e-87c34e78e45a,13,12/1,2026-06-15 20:39:34.157+00
c486095b-7310-4d48-bff1-888eeee17fa0,e171e736-56f2-44fa-92b5-b0653ea2ce2a,50,49/1,2026-04-21 12:08:49.475+00
c4e52c95-3957-4219-b301-1fcdda8c8bff,a681c714-630a-487f-b167-9cefea486591,1000,999/1,2026-04-10 09:36:20.58+00
c5051037-018e-4e19-b01b-81925318de5b,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,330,329/1,2026-04-24 21:33:21.013+00
c5178472-cc35-4a57-8188-54ac1d784819,cba2c884-3603-4b90-976e-49389b04f562,12,11/1,2026-07-04 17:05:34.989+00
c55583b3-b8c6-4904-a527-b32110cda33a,fcc03c57-8857-4986-98b0-0e30fb42ab2a,55,54/1,2026-04-21 12:08:49.475+00
c5d42364-7262-4c36-bdb4-81956a62e9d0,61d8b501-96d1-4043-a2b7-de27e9b137d7,560,559/1,2026-04-24 21:33:21.013+00
c5d9abbe-1bbb-4292-95cc-b0b66d6f6cd2,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,90,89/1,2026-04-10 09:36:20.58+00
c62a7131-058c-4185-9b71-85b6bafa6b29,eaca3063-d90c-4007-b3d8-ba829b3ee14e,9,8/1,2026-06-26 10:34:54.912+00
c6dbb8c8-c194-409b-91e4-70d44b19eeff,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,250,249/1,2026-04-10 09:36:20.58+00
c71a0977-d4d1-441c-83ac-90a6fb5dd673,6527ec07-bc6b-4b53-8bff-90b6f622aece,51,50/1,2026-05-22 13:11:30.343+00
c766b476-4c2e-4351-a249-994c719af8bf,d6209663-7a5c-4736-b346-cde299b554b2,380,379/1,2026-04-24 21:33:21.013+00
c7c4fa25-9520-4753-8668-83f21cf1f0ed,fcc03c57-8857-4986-98b0-0e30fb42ab2a,29,28/1,2026-06-22 13:54:32.611+00
c8a9f7e7-c1a7-440c-be20-3e87c6f90def,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,5,4/1,2026-06-16 19:57:51.328+00
c8ca0b75-674a-4bd4-9838-bee832653daf,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,100,99/1,2026-04-14 03:43:23.059+00
c923627d-82c9-406b-8dab-4932c349786e,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,4.5,7/2,2026-06-22 13:54:32.611+00
c9bf23cb-1d20-4717-8c3b-134b99b153b3,cba2c884-3603-4b90-976e-49389b04f562,11,10/1,2026-07-02 20:58:38.911+00
c9ff6e78-e559-449a-bdeb-7c621c7ce7b9,cba2c884-3603-4b90-976e-49389b04f562,12,11/1,2026-06-17 22:37:07.909+00
cabe9949-2b38-4c07-8755-3d058fc3d05c,2044181c-c7e7-4759-8101-4779166812e3,28,27/1,2026-04-10 09:36:20.58+00
cb39338b-953e-40c6-846e-a2002c2db7c5,d6209663-7a5c-4736-b346-cde299b554b2,351,350/1,2026-06-18 12:42:27.657+00
cd799a6f-b2d0-40fe-adf8-da3f989a7f5a,622bb3ef-bc6e-4c9a-9efe-aae4d0f95822,1000,999/1,2026-04-10 09:36:20.58+00
cdaa2888-7916-4ccf-8323-edbb70c4c23f,f99d6725-238c-4d95-8502-9d25b4a6e89e,600,599/1,2026-04-21 12:08:49.475+00
cdac6f6d-1da4-4793-b159-54ccfc6ee227,c8e5c035-af92-4497-b96c-82f2c0a15214,290,289/1,2026-04-10 09:36:20.58+00
cdc0e11f-2ee3-44f6-8d6f-d5315d03a983,fcc03c57-8857-4986-98b0-0e30fb42ab2a,67,66/1,2026-05-22 13:11:30.343+00
cfe5eafd-1df3-4c01-9ca5-f5bb5869e443,20160ec3-c507-4fb3-b19d-89cb66c59a98,301,300/1,2026-05-22 13:11:30.343+00
cff5544e-c44a-4878-9a48-2fec0691666d,e171e736-56f2-44fa-92b5-b0653ea2ce2a,41,40/1,2026-06-26 10:34:54.912+00
d00aa11c-52be-4a43-90c5-6a7bbf520d1d,52eaa3b4-081b-4393-b291-d69c644c612e,170,169/1,2026-04-14 03:43:23.059+00
d0b89f02-0eac-4000-af7c-955180b72d51,6ea9375b-d599-463f-96e6-c87d9209e9b2,6.5,11/2,2026-06-26 10:34:54.912+00
d2d6ceb7-6d06-44b6-a96d-e5d13b789d4a,f27875c8-4818-4323-8d45-333b7f82cf57,2501,2500/1,2026-06-23 11:50:21.932+00
d33887a5-a726-40e4-ae3f-8ede8ac1cce7,95b1e39e-97c3-4d45-9714-3f507d7c52f1,4.5,7/2,2026-07-07 23:15:11.541+00
